x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5
33.89472986,0.07,-22.92612493,33.89472986,0.07,-22.77726754,1604.821308,0.26,-39.56010161,33.89472986,0.07,-22.76720408,33.89472986,0.07,-24.14233045
33.89472986,0.08,-22.87225986,33.89472986,0.08,-22.84188979,57.27510694,0.3,-39.55313452,33.89472986,0.08,-22.98133245,33.89472986,0.08,-23.99766841
33.89472986,0.09,-22.88228763,33.89472986,0.09,-22.84223456,96.86040662,0.32,-39.55139379,33.89472986,0.09,-22.93524414,33.89472986,0.09,-23.98629706
33.89472986,0.11,-22.98082124,33.89472986,0.11,-22.86962854,3510.079613,0.26,-39.55028197,33.89472986,0.11,-22.95756309,33.89472986,0.11,-23.97279799
33.89472986,0.12,-22.91562683,33.89472986,0.12,-22.8848403,504.9508815,0.26,-39.54948025,33.89472986,0.12,-22.98485378,33.89472986,0.12,-23.9880756
33.89472986,0.13,-23.00035725,33.89472986,0.13,-22.95833859,158.9453292,0.28,-39.5452771,33.89472986,0.13,-22.98415822,33.89472986,0.13,-23.94521922
33.89472986,0.14,-23.11793425,33.89472986,0.14,-22.98891911,650.9323038,0.26,-39.54446382,33.89472986,0.14,-23.07492374,33.89472986,0.14,-23.8982894
33.89472986,0.15,-23.09873351,33.89472986,0.15,-22.96837979,739.656528,0.26,-39.54307843,33.89472986,0.15,-23.12773944,33.89472986,0.15,-23.85219012
33.89472986,0.16,-23.03683163,33.89472986,0.16,-22.97198437,788.5931719,0.26,-39.54137862,33.89472986,0.16,-23.16744116,33.89472986,0.16,-23.82270667
33.89472986,0.17,-23.08709821,33.89472986,0.17,-23.0117439,87.38452515,0.33,-39.54032023,33.89472986,0.17,-23.11722036,33.89472986,0.17,-23.87425774
33.89472986,0.18,-23.13637494,33.89472986,0.18,-23.0411965,693.8357004,0.26,-39.53598724,33.89472986,0.18,-23.17706104,33.89472986,0.18,-23.82835846
33.89472986,0.19,-23.11752319,33.89472986,0.19,-23.01481433,10019.43305,0.28,-39.5346823,33.89472986,0.19,-23.22112164,33.89472986,0.19,-23.81077689
33.89472986,0.1,-22.91631136,33.89472986,0.1,-22.88552968,62.51688158,0.33,-39.53384054,33.89472986,0.1,-23.0120843,33.89472986,0.1,-23.91022416
33.89472986,0.21,-23.17145592,33.89472986,0.21,-23.04666829,1320.967788,0.26,-39.53171022,33.89472986,0.21,-23.259134,33.89472986,0.21,-23.79752243
33.89472986,0.22,-23.14921721,33.89472986,0.22,-23.0582307,1712.589156,0.26,-39.52868811,33.89472986,0.22,-23.27016014,33.89472986,0.22,-23.75297609
33.89472986,0.23,-23.20296843,33.89472986,0.23,-23.07394678,1238.134633,0.26,-39.52849981,33.89472986,0.23,-23.26831802,33.89472986,0.23,-23.70292769
33.89472986,0.24,-23.2078184,33.89472986,0.24,-23.07578739,7705.822779,0.27,-39.52693861,33.89472986,0.24,-23.28096227,33.89472986,0.24,-23.71599965
33.89472986,0.25,-23.24571862,33.89472986,0.25,-23.11634505,38.07736465,0.18,-39.52534929,33.89472986,0.25,-23.3312016,33.89472986,0.25,-23.68484977
33.89472986,0.26,-23.23138193,33.89472986,0.26,-23.11072413,1827.685219,0.26,-39.52482849,33.89472986,0.26,-23.32886527,33.89472986,0.26,-23.6529833
33.89472986,0.27,-23.21715875,33.89472986,0.27,-23.11670977,1503.915082,0.26,-39.5226691,33.89472986,0.27,-23.34467594,33.89472986,0.27,-23.61968341
33.89472986,0.28,-23.28582006,33.89472986,0.28,-23.15769195,418.0924994,0.26,-39.52149965,33.89472986,0.28,-23.40563222,33.89472986,0.28,-23.61124418
33.89472986,0.29,-23.25880958,33.89472986,0.29,-23.13225377,1087.954587,0.26,-39.52094476,33.89472986,0.29,-23.41786075,33.89472986,0.29,-23.54077032
33.89472986,0.2,-23.13020016,33.89472986,0.2,-23.0103212,65.40802953,0.34,-39.5185831,33.89472986,0.2,-23.20403403,33.89472986,0.2,-23.74585544
33.89472986,0.31,-23.26127102,33.89472986,0.31,-23.14571515,896.6758182,0.26,-39.51605874,33.89472986,0.31,-23.46377658,33.89472986,0.31,-23.50172147
33.89472986,0.32,-23.29009812,33.89472986,0.32,-23.13813357,956.2897738,0.26,-39.51544321,33.89472986,0.32,-23.4381904,33.89472986,0.32,-23.47740532
33.89472986,0.33,-23.28885681,33.89472986,0.33,-23.12546213,45.11836587,0.19,-39.5148106,33.89472986,0.33,-23.43728307,33.89472986,0.33,-23.45024702
33.89472986,0.34,-23.30135923,33.89472986,0.34,-23.14559106,840.8575076,0.26,-39.50793306,33.89472986,0.34,-23.45919147,33.89472986,0.34,-23.40073857
33.89472986,0.35,-23.2902992,33.89472986,0.35,-23.13640796,1409.433597,0.26,-39.50781821,33.89472986,0.35,-23.46117206,33.89472986,0.35,-23.37384124
33.89472986,0.36,-23.30185424,33.89472986,0.36,-23.12872624,537.9275415,0.26,-39.50691646,33.89472986,0.36,-23.444034,33.89472986,0.36,-23.33985899
33.89472986,0.37,-23.31759329,33.89472986,0.37,-23.12301404,3079.798508,0.26,-39.50685962,33.89472986,0.37,-23.4756694,33.89472986,0.37,-23.30169274
33.89472986,0.38,-23.27143713,33.89472986,0.38,-23.1032009,1950.607814,0.26,-39.50262511,33.89472986,0.38,-23.46796108,33.89472986,0.38,-23.27431931
33.89472986,0.39,-23.28826767,33.89472986,0.39,-23.11914499,2531.765381,0.26,-39.50243516,33.89472986,0.39,-23.47535849,33.89472986,0.39,-23.24362203
33.89472986,0.3,-23.27701862,33.89472986,0.3,-23.08641872,2702.565427,0.26,-39.50152165,33.89472986,0.3,-23.42919529,33.89472986,0.3,-23.52429915
33.89472986,0.41,-23.28001129,33.89472986,0.41,-23.08397135,2884.979876,0.26,-39.4970968,33.89472986,0.41,-23.45591083,33.89472986,0.41,-23.16901793
33.89472986,0.42,-23.25113532,33.89472986,0.42,-23.06836553,50.59885249,0.27,-39.49702368,33.89472986,0.42,-23.46056966,33.89472986,0.42,-23.13317054
33.89472986,0.43,-23.25049598,33.89472986,0.43,-23.06682691,200.7710842,0.27,-39.49639394,33.89472986,0.43,-23.44405329,33.89472986,0.43,-23.11659235
33.89472986,0.44,-23.2573857,33.89472986,0.44,-23.05610462,2222.097607,0.26,-39.49508077,33.89472986,0.44,-23.43290524,33.89472986,0.44,-23.06059965
33.89472986,0.45,-23.23878296,33.89472986,0.45,-23.03984544,68.49577553,0.34,-39.49243126,33.89472986,0.45,-23.45597765,33.89472986,0.45,-23.01958882
33.89472986,0.46,-23.23165797,33.89472986,0.46,-23.04529439,1160.575499,0.26,-39.49174381,33.89472986,0.46,-23.44302905,33.89472986,0.46,-22.99898991
33.89472986,0.47,-23.24384577,33.89472986,0.47,-23.00401012,91.96667286,0.33,-39.48866585,33.89472986,0.47,-23.42000823,33.89472986,0.47,-22.92616446
33.89472986,0.48,-23.19390739,33.89472986,0.48,-22.99097424,392.745786,0.26,-39.48839735,33.89472986,0.48,-23.39799871,33.89472986,0.48,-22.89675002
33.89472986,0.49,-23.18559436,33.89472986,0.49,-22.98596572,2371.840245,0.26,-39.48649598,33.89472986,0.49,-23.40851348,33.89472986,0.49,-22.86900916
33.89472986,0.4,-23.26058091,33.89472986,0.4,-23.10510495,610.760584,0.26,-39.48447445,33.89472986,0.4,-23.46871094,33.89472986,0.4,-23.21434039
33.89472986,0.51,-23.14846835,33.89472986,0.51,-22.93806315,52.67957446,0.27,-39.48309453,33.89472986,0.51,-23.39653318,33.89472986,0.51,-22.78857641
33.89472986,0.52,-23.11676976,33.89472986,0.52,-22.924766,168.3936115,0.28,-39.4815297,33.89472986,0.52,-23.36506001,33.89472986,0.52,-22.75419709
33.89472986,0.53,-23.10895829,33.89472986,0.53,-22.8940748,2081.889145,0.26,-39.47583477,33.89472986,0.53,-23.32005805,33.89472986,0.53,-22.70981134
33.89472986,0.54,-23.11488689,33.89472986,0.54,-22.8786104,107.6688244,0.31,-39.47376238,33.89472986,0.54,-23.30007368,33.89472986,0.54,-22.67856536
33.89472986,0.55,-23.07946818,33.89472986,0.55,-22.84028979,1019.957478,0.26,-39.47216318,33.89472986,0.55,-23.3250353,33.89472986,0.55,-22.62341356
33.89472986,0.56,-23.04395136,33.89472986,0.56,-22.83279265,42.02160034,0.08,-39.46927258,33.89472986,0.56,-23.29957629,33.89472986,0.56,-22.57836659
33.89472986,0.57,-23.01709368,33.89472986,0.57,-22.79116927,573.1466143,0.26,-39.45860757,33.89472986,0.57,-23.28644234,33.89472986,0.57,-22.55389596
33.89472986,0.58,-23.02342875,33.89472986,0.58,-22.75253638,240.212882,0.27,-39.45774387,33.89472986,0.58,-23.25285648,33.89472986,0.58,-22.49590652
33.89472986,0.59,-22.96697438,33.89472986,0.59,-22.7479449,7216.463276,0.27,-39.45190137,33.89472986,0.59,-23.22911456,33.89472986,0.59,-22.44825025
33.89472986,0.5,-23.16429202,33.89472986,0.5,-22.95161927,9382.765028,0.28,-39.44831021,33.89472986,0.5,-23.40769044,33.89472986,0.5,-22.83411645
33.89472986,0.6,-22.94913264,33.89472986,0.6,-22.72391779,6758.261494,0.27,-39.43687567,33.89472986,0.6,-23.1908968,33.89472986,0.6,-22.40954695
34.83957149,0.05,-21.12187488,34.83957149,0.05,-21.04354268,255.187358,0.27,-39.42932291,34.83957149,0.05,-21.23097129,34.83957149,0.05,-22.44053962
34.83957149,0.06,-21.20923363,34.83957149,0.06,-21.17254247,141.8151899,0.29,-39.42614909,34.83957149,0.06,-21.22561267,34.83957149,0.06,-22.53731822
34.83957149,0.07,-21.35322359,34.83957149,0.07,-21.22191776,288.2603451,0.27,-39.42495051,34.83957149,0.07,-21.36047333,34.83957149,0.07,-22.48572525
34.83957149,0.08,-21.37407999,34.83957149,0.08,-21.27138481,62.51688158,0.34,-39.42409429,34.83957149,0.08,-21.35312992,34.83957149,0.08,-22.56303248
34.83957149,0.09,-21.42017663,34.83957149,0.09,-21.34347322,83.09412468,0.34,-39.41349399,34.83957149,0.09,-21.38397772,34.83957149,0.09,-22.34389803
34.83957149,0.11,-21.4772517,34.83957149,0.11,-21.53070276,226.1918371,0.27,-39.39830283,34.83957149,0.11,-21.45109335,34.83957149,0.11,-22.64348671
34.83957149,0.12,-21.52188421,34.83957149,0.12,-21.50148206,445.1627894,0.26,-39.39393153,34.83957149,0.12,-21.48965156,34.83957149,0.12,-22.68852646
34.83957149,0.13,-21.54430355,34.83957149,0.13,-21.51625898,10699.3945,0.29,-39.39289517,34.83957149,0.13,-21.5590841,34.83957149,0.13,-22.67942817
34.83957149,0.14,-21.65452251,34.83957149,0.14,-21.59347368,6329.233609,0.27,-39.38643856,34.83957149,0.14,-21.71035149,34.83957149,0.14,-22.69799619
34.83957149,0.15,-21.67252204,34.83957149,0.15,-21.70235335,5927.522106,0.27,-39.38323073,34.83957149,0.15,-21.79767117,34.83957149,0.15,-22.70869135
34.83957149,0.16,-21.78274531,34.83957149,0.16,-21.6881369,79.07689576,0.35,-39.37816642,34.83957149,0.16,-21.79482569,34.83957149,0.16,-22.7591593
34.83957149,0.17,-21.80660487,34.83957149,0.17,-21.73486987,71.79348827,0.35,-39.37102851,34.83957149,0.17,-21.82166847,34.83957149,0.17,-22.7814874
34.83957149,0.18,-21.88220019,34.83957149,0.18,-21.79477096,5551.387739,0.27,-39.35836052,34.83957149,0.18,-21.86310698,34.83957149,0.18,-22.78791096
34.83957149,0.19,-21.9246527,34.83957149,0.19,-21.84503417,306.5020485,0.27,-39.34453928,34.83957149,0.19,-21.92310028,34.83957149,0.19,-22.81190866
34.83957149,0.1,-21.46295458,34.83957149,0.1,-21.38331277,57.27510694,0.31,-39.34244914,34.83957149,0.1,-21.48798613,34.83957149,0.1,-22.65159768
34.83957149,0.21,-22.01931352,34.83957149,0.21,-21.91775197,126.7969724,0.3,-39.33927601,34.83957149,0.21,-22.06546528,34.83957149,0.21,-22.84713852
34.83957149,0.22,-22.0467536,34.83957149,0.22,-21.98606515,48.65061095,0.26,-39.33892702,34.83957149,0.22,-22.07529872,34.83957149,0.22,-22.87316383
34.83957149,0.23,-22.14418959,34.83957149,0.23,-22.04416613,102.0869143,0.32,-39.33803189,34.83957149,0.23,-22.14689538,34.83957149,0.23,-22.88316775
34.83957149,0.24,-22.18951131,34.83957149,0.24,-22.08820847,8786.633921,0.28,-39.33774877,34.83957149,0.24,-22.22066451,34.83957149,0.24,-22.9240346
34.83957149,0.25,-22.2179465,34.83957149,0.25,-22.13248435,134.0591666,0.3,-39.33754983,34.83957149,0.25,-22.27115193,34.83957149,0.25,-22.94289756
34.83957149,0.26,-22.29360812,34.83957149,0.26,-22.17252414,271.1800984,0.27,-39.33461707,34.83957149,0.26,-22.34318635,34.83957149,0.26,-22.96321162
34.83957149,0.27,-22.34333274,34.83957149,0.27,-22.21392835,178.4843771,0.28,-39.3342661,34.83957149,0.27,-22.40066701,34.83957149,0.27,-22.97366317
34.83957149,0.28,-22.41458796,34.83957149,0.28,-22.26660415,46.82641474,0.25,-39.32772272,34.83957149,0.28,-22.4470921,34.83957149,0.28,-22.98635991
34.83957149,0.29,-22.42663158,34.83957149,0.29,-22.31949582,150.0986228,0.29,-39.32340906,34.83957149,0.29,-22.5427906,34.83957149,0.29,-23.00448517
34.83957149,0.2,-21.94941573,34.83957149,0.2,-21.88174991,5199.202003,0.27,-39.31607128,34.83957149,0.2,-22.00949273,34.83957149,0.2,-22.84363596
34.83957149,0.31,-22.5576894,34.83957149,0.31,-22.42790079,325.9841878,0.27,-39.30358433,34.83957149,0.31,-22.6302191,34.83957149,0.31,-23.03422721
34.83957149,0.32,-22.59527969,34.83957149,0.32,-22.46945322,113.6303045,0.31,-39.29226781,34.83957149,0.32,-22.68584496,34.83957149,0.32,-23.05869995
34.83957149,0.33,-22.6686344,34.83957149,0.33,-22.53105406,474.0738591,0.27,-39.29187476,34.83957149,0.33,-22.75333717,34.83957149,0.33,-23.05774448
34.83957149,0.34,-22.69788109,34.83957149,0.34,-22.57711118,75.31544547,0.35,-39.2906863,34.83957149,0.34,-22.79532736,34.83957149,0.34,-23.1014703
34.83957149,0.35,-22.76471868,34.83957149,0.35,-22.61970563,4869.440078,0.27,-39.28993324,34.83957149,0.35,-22.85854499,34.83957149,0.35,-23.08810628
34.83957149,0.36,-22.8181003,34.83957149,0.36,-22.6399149,12201.17367,0.31,-39.28830404,34.83957149,0.36,-22.90285149,34.83957149,0.36,-23.12243
34.83957149,0.37,-22.84871056,34.83957149,0.37,-22.68340268,189.2613148,0.28,-39.28591543,34.83957149,0.37,-22.96412326,34.83957149,0.37,-23.11698477
34.83957149,0.38,-22.90266935,34.83957149,0.38,-22.74732066,4560.67423,0.27,-39.28294989,34.83957149,0.38,-23.0069915,34.83957149,0.38,-23.15185499
34.83957149,0.39,-22.96048978,34.83957149,0.39,-22.78666144,11425.59332,0.3,-39.28045945,34.83957149,0.39,-23.06874682,34.83957149,0.39,-23.14619453
34.83957149,0.3,-22.5087975,34.83957149,0.3,-22.36759356,158.9453292,0.29,-39.27445882,34.83957149,0.3,-22.56778445,34.83957149,0.3,-23.0176923
34.83957149,0.41,-23.08724007,34.83957149,0.41,-22.86645229,4271.567631,0.27,-39.27129154,34.83957149,0.41,-23.16186738,34.83957149,0.41,-23.14702363
34.83957149,0.42,-23.10429374,34.83957149,0.42,-22.9258716,788.5931719,0.27,-39.26829263,34.83957149,0.42,-23.23902199,34.83957149,0.42,-23.17695575
34.83957149,0.43,-23.17288799,34.83957149,0.43,-22.95167479,445.1627894,0.27,-39.26794917,34.83957149,0.43,-23.27951532,34.83957149,0.43,-23.18046009
34.83957149,0.44,-23.19624098,34.83957149,0.44,-22.9982679,537.9275415,0.27,-39.26341325,34.83957149,0.44,-23.34443443,34.83957149,0.44,-23.19700145
34.83957149,0.45,-23.2626973,34.83957149,0.45,-23.04977023,3747.405027,0.27,-39.2595459,34.83957149,0.45,-23.39317338,34.83957149,0.45,-23.19523868
34.83957149,0.46,-23.30978331,34.83957149,0.46,-23.08572127,8228.458728,0.28,-39.25807358,34.83957149,0.46,-23.44204205,34.83957149,0.46,-23.19208581
34.83957149,0.47,-23.33882466,34.83957149,0.47,-23.12492296,10019.43305,0.29,-39.2530696,34.83957149,0.47,-23.48098192,34.83957149,0.47,-23.20062618
34.83957149,0.48,-23.41228775,34.83957149,0.48,-23.1599201,107.6688244,0.32,-39.25232311,34.83957149,0.48,-23.53555962,34.83957149,0.48,-23.21397072
34.83957149,0.49,-23.45495188,34.83957149,0.49,-23.2089214,4000.868569,0.27,-39.25039278,34.83957149,0.49,-23.61318812,34.83957149,0.49,-23.21567713
34.83957149,0.4,-23.00401283,34.83957149,0.4,-22.83574438,369.0129082,0.27,-39.24965821,34.83957149,0.4,-23.11709128,34.83957149,0.4,-23.16911084
34.83957149,0.51,-23.53618229,34.83957149,0.51,-23.26919546,418.0924994,0.27,-39.24666845,34.83957149,0.51,-23.69594258,34.83957149,0.51,-23.2047226
34.83957149,0.52,-23.58925508,34.83957149,0.52,-23.31944397,87.38452515,0.34,-39.24461366,34.83957149,0.52,-23.74864175,34.83957149,0.52,-23.21065498
34.83957149,0.53,-23.62153236,34.83957149,0.53,-23.36387064,573.1466143,0.27,-39.24384543,34.83957149,0.53,-23.79701826,34.83957149,0.53,-23.23036914
34.83957149,0.54,-23.66149903,34.83957149,0.54,-23.40449113,3510.079613,0.27,-39.24326412,34.83957149,0.54,-23.85132724,34.83957149,0.54,-23.21282209
34.83957149,0.55,-23.73747892,34.83957149,0.55,-23.44507684,693.8357004,0.27,-39.2416846,34.83957149,0.55,-23.91019595,34.83957149,0.55,-23.244162
34.83957149,0.56,-23.7741757,34.83957149,0.56,-23.45636332,96.86040662,0.33,-39.23825316,34.83957149,0.56,-23.94233893,34.83957149,0.56,-23.21453822
34.83957149,0.57,-23.78782529,34.83957149,0.57,-23.50659399,45.11836587,0.22,-39.23636841,34.83957149,0.57,-24.01358204,34.83957149,0.57,-23.21791415
34.83957149,0.58,-23.84481021,34.83957149,0.58,-23.52990793,3287.864806,0.27,-39.22757814,34.83957149,0.58,-24.05485434,34.83957149,0.58,-23.20228287
34.83957149,0.59,-23.89376166,34.83957149,0.59,-23.55222052,68.49577553,0.35,-39.22149853,34.83957149,0.59,-24.11247029,34.83957149,0.59,-23.22063515
34.83957149,0.5,-23.49929751,34.83957149,0.5,-23.25122667,1950.607814,0.27,-39.21840697,34.83957149,0.5,-23.65687633,34.83957149,0.5,-23.22658349
34.83957149,0.6,-23.91858947,34.83957149,0.6,-23.58757614,65.40802953,0.35,-39.21714603,34.83957149,0.6,-24.15090505,34.83957149,0.6,-23.19695477
35.84866235,0.05,-31.33193947,35.84866235,0.05,-31.38467662,46.82641474,0.23,-39.21621414,35.84866235,0.05,-31.21755795,35.84866235,0.05,-20.76138537
35.84866235,0.06,-31.20908146,35.84866235,0.06,-31.44896506,3079.798508,0.27,-39.21499435,35.84866235,0.06,-31.83997928,35.84866235,0.06,-20.88409675
35.84866235,0.07,-31.54729049,35.84866235,0.07,-32.08983145,1409.433597,0.27,-39.21416376,35.84866235,0.07,-31.92412561,35.84866235,0.07,-20.90562328
35.84866235,0.08,-32.2614484,35.84866235,0.08,-31.98621523,610.760584,0.27,-39.21361112,35.84866235,0.08,-31.90399671,35.84866235,0.08,-20.86721084
35.84866235,0.09,-32.49413987,35.84866235,0.09,-32.54690763,7705.822779,0.28,-39.21142449,35.84866235,0.09,-32.217236,35.84866235,0.09,-20.98975979
35.84866235,0.11,-33.20741482,35.84866235,0.11,-33.12014392,1087.954587,0.27,-39.20610774,35.84866235,0.11,-33.10878805,35.84866235,0.11,-21.07540722
35.84866235,0.12,-33.4913169,35.84866235,0.12,-33.08933567,1320.967788,0.27,-39.20373221,35.84866235,0.12,-33.37509321,35.84866235,0.12,-21.08892124
35.84866235,0.13,-34.0166932,35.84866235,0.13,-33.5801526,1827.685219,0.27,-39.2015951,35.84866235,0.13,-33.91416136,35.84866235,0.13,-21.09835431
35.84866235,0.14,-34.04200072,35.84866235,0.14,-33.98933753,2884.979876,0.27,-39.20088821,35.84866235,0.14,-34.0607413,35.84866235,0.14,-21.17593616
35.84866235,0.15,-34.64143859,35.84866235,0.15,-34.24724622,504.9508815,0.27,-39.19921654,35.84866235,0.15,-34.55268269,35.84866235,0.15,-21.21350703
35.84866235,0.16,-35.09682555,35.84866235,0.16,-34.61722167,226.1918371,0.28,-39.19769571,35.84866235,0.16,-35.13877649,35.84866235,0.16,-21.24085081
35.84866235,0.17,-35.21323845,35.84866235,0.17,-35.18886836,59.80981421,0.33,-39.19758284,35.84866235,0.17,-35.60485662,35.84866235,0.17,-21.28192418
35.84866235,0.18,-35.83266546,35.84866235,0.18,-35.26388944,1019.957478,0.27,-39.1958002,35.84866235,0.18,-35.72953846,35.84866235,0.18,-21.33848738
35.84866235,0.19,-36.40631864,35.84866235,0.19,-35.4982053,1160.575499,0.27,-39.19555966,35.84866235,0.19,-35.94613949,35.84866235,0.19,-21.33777967
35.84866235,0.1,-33.01097522,35.84866235,0.1,-32.59031792,2222.097607,0.27,-39.19188727,35.84866235,0.1,-32.86647134,35.84866235,0.1,-20.98765841
35.84866235,0.21,-36.97967891,35.84866235,0.21,-36.69320603,91.96667286,0.34,-39.19058951,35.84866235,0.21,-36.23869817,35.84866235,0.21,-21.47090492
35.84866235,0.22,-36.32256959,35.84866235,0.22,-36.25197697,739.656528,0.27,-39.18879681,35.84866235,0.22,-35.8610662,35.84866235,0.22,-21.49982232
35.84866235,0.23,-35.63140891,35.84866235,0.23,-36.23224749,200.7710842,0.28,-39.18287858,35.84866235,0.23,-35.64079697,35.84866235,0.23,-21.54004828
35.84866235,0.24,-35.46894749,35.84866235,0.24,-35.61644844,2702.565427,0.27,-39.18171968,35.84866235,0.24,-35.37051437,35.84866235,0.24,-21.5895904
35.84866235,0.25,-35.4432285,35.84866235,0.25,-35.35149288,168.3936115,0.29,-39.18069019,35.84866235,0.25,-35.50004014,35.84866235,0.25,-21.62013869
35.84866235,0.26,-34.62001671,35.84866235,0.26,-35.19492599,896.6758182,0.27,-39.17989902,35.84866235,0.26,-34.72838191,35.84866235,0.26,-21.65384703
35.84866235,0.27,-34.43037853,35.84866235,0.27,-34.48381244,119.9971652,0.31,-39.17908438,35.84866235,0.27,-34.24533238,35.84866235,0.27,-21.69178644
35.84866235,0.28,-33.8566442,35.84866235,0.28,-34.51795063,213.0635179,0.28,-39.17610366,35.84866235,0.28,-34.4493819,35.84866235,0.28,-21.74376047
35.84866235,0.29,-33.91686979,35.84866235,0.29,-33.97820966,2371.840245,0.27,-39.17544157,35.84866235,0.29,-33.51117511,35.84866235,0.29,-21.76713581
35.84866235,0.2,-36.58567652,35.84866235,0.2,-36.27509224,2081.889145,0.27,-39.17363263,35.84866235,0.2,-36.60820276,35.84866235,0.2,-21.39492866
35.84866235,0.31,-32.92476582,35.84866235,0.31,-33.31273064,71.79348827,0.36,-39.16997926,35.84866235,0.31,-33.27281745,35.84866235,0.31,-21.8641888
35.84866235,0.32,-32.9314336,35.84866235,0.32,-33.2585779,1712.589156,0.27,-39.166552,35.84866235,0.32,-32.62980742,35.84866235,0.32,-21.89597424
35.84866235,0.33,-32.57603432,35.84866235,0.33,-32.86436983,650.9323038,0.27,-39.16552331,35.84866235,0.33,-32.64832067,35.84866235,0.33,-21.93714117
35.84866235,0.34,-32.22001654,35.84866235,0.34,-32.46633557,54.90178552,0.3,-39.16516438,35.84866235,0.34,-32.47535872,35.84866235,0.34,-21.98425889
35.84866235,0.35,-31.90965463,35.84866235,0.35,-32.33819787,2531.765381,0.27,-39.16395249,35.84866235,0.35,-32.05101756,35.84866235,0.35,-22.06802572
35.84866235,0.36,-31.7495736,35.84866235,0.36,-31.88755301,1238.134633,0.27,-39.16237462,35.84866235,0.36,-31.7584002,35.84866235,0.36,-22.06096456
35.84866235,0.37,-31.33990866,35.84866235,0.37,-31.68922091,9382.765028,0.29,-39.15916683,35.84866235,0.37,-31.45350315,35.84866235,0.37,-22.09583246
35.84866235,0.38,-31.07819577,35.84866235,0.38,-31.29851981,346.7911126,0.27,-39.15894457,35.84866235,0.38,-31.23060212,35.84866235,0.38,-22.1480917
35.84866235,0.39,-30.76965977,35.84866235,0.39,-31.12787591,7216.463276,0.28,-39.15555852,35.84866235,0.39,-30.78878643,35.84866235,0.39,-22.19669657
35.84866235,0.3,-33.34364301,35.84866235,0.3,-33.5696036,6758.261494,0.28,-39.15276922,35.84866235,0.3,-33.40445506,35.84866235,0.3,-21.8301609
35.84866235,0.41,-30.25039338,35.84866235,0.41,-30.58218045,1503.915082,0.27,-39.15222184,35.84866235,0.41,-30.37020267,35.84866235,0.41,-22.263432
35.84866235,0.42,-30.04624714,35.84866235,0.42,-30.25538013,840.8575076,0.27,-39.14112391,35.84866235,0.42,-30.0346544,35.84866235,0.42,-22.30480421
35.84866235,0.43,-29.72187007,35.84866235,0.43,-30.03597749,141.8151899,0.3,-39.12799819,35.84866235,0.43,-29.7416242,35.84866235,0.43,-22.35281643
35.84866235,0.44,-29.51505415,35.84866235,0.44,-29.78950163,178.4843771,0.29,-39.12638805,35.84866235,0.44,-29.55292943,35.84866235,0.44,-22.38945051
35.84866235,0.45,-29.34677641,35.84866235,0.45,-29.59877785,102.0869143,0.33,-39.11758654,35.84866235,0.45,-29.38208273,35.84866235,0.45,-22.46480027
35.84866235,0.46,-29.04322942,35.84866235,0.46,-29.31476896,255.187358,0.28,-39.11126227,35.84866235,0.46,-29.1834748,35.84866235,0.46,-22.47799076
35.84866235,0.47,-28.87784469,35.84866235,0.47,-29.13413881,956.2897738,0.27,-39.10909933,35.84866235,0.47,-28.93249372,35.84866235,0.47,-22.51419217
35.84866235,0.48,-28.60333227,35.84866235,0.48,-28.88816111,83.09412468,0.35,-39.10519205,35.84866235,0.48,-28.65514795,35.84866235,0.48,-22.53570602
35.84866235,0.49,-28.45119908,35.84866235,0.49,-28.69650641,346.7911126,0.28,-39.10060675,35.84866235,0.49,-28.42751319,35.84866235,0.49,-22.59406073
35.84866235,0.4,-30.53465327,35.84866235,0.4,-30.77739336,79.07689576,0.36,-39.09784183,35.84866235,0.4,-30.52951262,35.84866235,0.4,-22.22397871
35.84866235,0.51,-28.05217798,35.84866235,0.51,-28.31857201,126.7969724,0.31,-39.09261408,35.84866235,0.51,-28.0954648,35.84866235,0.51,-22.66747802
35.84866235,0.52,-27.80136851,35.84866235,0.52,-28.06687344,10699.3945,0.3,-39.09115214,35.84866235,0.52,-27.86188973,35.84866235,0.52,-22.70686559
35.84866235,0.53,-27.63995916,35.84866235,0.53,-27.92369577,6329.233609,0.28,-39.08969052,35.84866235,0.53,-27.64953388,35.84866235,0.53,-22.75325641
35.84866235,0.54,-27.48249259,35.84866235,0.54,-27.73303001,1604.821308,0.27,-39.08868662,35.84866235,0.54,-27.51398213,35.84866235,0.54,-22.7815737
35.84866235,0.55,-27.30045204,35.84866235,0.55,-27.5109325,75.31544547,0.36,-39.08439472,35.84866235,0.55,-27.29597202,35.84866235,0.55,-22.82663994
35.84866235,0.56,-27.09683369,35.84866235,0.56,-27.35505925,240.212882,0.28,-39.07777762,35.84866235,0.56,-27.13221664,35.84866235,0.56,-22.86500737
35.84866235,0.57,-26.93721705,35.84866235,0.57,-27.15844842,5551.387739,0.28,-39.07213519,35.84866235,0.57,-26.97941754,35.84866235,0.57,-22.90534675
35.84866235,0.58,-26.71977047,35.84866235,0.58,-27.01271001,48.65061095,0.25,-39.06490183,35.84866235,0.58,-26.78183158,35.84866235,0.58,-22.94647013
35.84866235,0.59,-26.60772501,35.84866235,0.59,-26.83237829,5927.522106,0.28,-39.06419755,35.84866235,0.59,-26.57063546,35.84866235,0.59,-22.99706214
